"","radius","emddim","delay","filename","opt_dim","opt_delay","opt_rad"
"1",NA,NA,NA,"Study1D0S101T10_f0.txt",5,36,15.3493547228842
"2",5.71778888907858,3,35,"Study1D0S101T2_f0.txt",5,36,15.3493547228842
"3",7.5264557011784,3,40,"Study1D0S101T5_f0.txt",5,36,15.3493547228842
"4",12.3824487411124,4,21,"Study1D0S101T6_f0.txt",5,36,15.3493547228842
"5",13.387109701422,3,25,"Study1D0S101T7_f0.txt",5,36,15.3493547228842
"6",NA,NA,NA,"Study1D0S101T8_f0.txt",5,36,15.3493547228842
"7",13.2895287431875,7,49,"Study1D0S101T9_f0.txt",5,36,15.3493547228842
"8",25.4718285312528,7,26,"Study1D0S102T1_f0.txt",5,36,15.3493547228842
"9",10.2215296429414,5,35,"Study1D0S102T10_f0.txt",5,36,15.3493547228842
"10",14.2011597989006,4,37,"Study1D0S102T2_f0.txt",5,36,15.3493547228842
"11",18.2272100644881,5,40,"Study1D0S102T3_f0.txt",5,36,15.3493547228842
"12",16.5483999468711,4,28,"Study1D0S102T4_f0.txt",5,36,15.3493547228842
"13",11.7340455703047,4,23,"Study1D0S102T5_f0.txt",5,36,15.3493547228842
"14",20.1782708228096,6,49,"Study1D0S102T6_f0.txt",5,36,15.3493547228842
"15",21.4974860639909,5,35,"Study1D0S102T7_f0.txt",5,36,15.3493547228842
"16",16.2458165189291,7,48,"Study1D0S102T8_f0.txt",5,36,15.3493547228842
"17",33.8812887724228,8,42,"Study1D0S102T9_f0.txt",5,36,15.3493547228842
"18",22.5967971294087,5,30,"Study1D0S103T1_f0.txt",5,36,15.3493547228842
"19",9.01945441944609,3,40,"Study1D0S103T10_f0.txt",5,36,15.3493547228842
"20",25.7608446911857,8,45,"Study1D0S103T2_f0.txt",5,36,15.3493547228842
"21",6.33893882731322,3,45,"Study1D0S103T3_f0.txt",5,36,15.3493547228842
"22",10.6978173515401,3,37,"Study1D0S103T4_f0.txt",5,36,15.3493547228842
"23",17.7583894311321,6,25,"Study1D0S103T5_f0.txt",5,36,15.3493547228842
"24",27.5788922792778,5,45,"Study1D0S103T6_f0.txt",5,36,15.3493547228842
"25",19.0225508375409,4,22,"Study1D0S103T7_f0.txt",5,36,15.3493547228842
"26",NA,NA,NA,"Study1D0S103T8_f0.txt",5,36,15.3493547228842
"27",35.3618945826725,8,30,"Study1D0S103T9_f0.txt",5,36,15.3493547228842
"28",8.79108692264786,6,23,"Study1D0S104T1_f0.txt",5,36,15.3493547228842
"29",NA,NA,NA,"Study1D0S104T10_f0.txt",5,36,15.3493547228842
"30",3.83191346098148,6,28,"Study1D0S104T2_f0.txt",5,36,15.3493547228842
"31",11.8621631301858,7,29,"Study1D0S104T3_f0.txt",5,36,15.3493547228842
"32",10.6359252194597,4,26,"Study1D0S104T4_f0.txt",5,36,15.3493547228842
"33",8.06304822410213,3,49,"Study1D0S104T5_f0.txt",5,36,15.3493547228842
"34",7.21928336667423,3,30,"Study1D0S104T6_f0.txt",5,36,15.3493547228842
"35",7.3707598234113,4,49,"Study1D0S104T7_f0.txt",5,36,15.3493547228842
"36",7.19103066638431,8,49,"Study1D0S104T8_f0.txt",5,36,15.3493547228842
"37",12.704448567193,6,23,"Study1D0S104T9_f0.txt",5,36,15.3493547228842
"38",5.13024386409594,6,30,"Study1D0S105T1_f0.txt",5,36,15.3493547228842
"39",15.2843599421684,7,17,"Study1D0S105T10_f0.txt",5,36,15.3493547228842
"40",11.0289882755257,4,39,"Study1D0S105T2_f0.txt",5,36,15.3493547228842
"41",14.1222595145711,6,25,"Study1D0S105T3_f0.txt",5,36,15.3493547228842
"42",NA,NA,NA,"Study1D0S105T4_f0.txt",5,36,15.3493547228842
"43",17.5468553911405,8,22,"Study1D0S105T5_f0.txt",5,36,15.3493547228842
"44",NA,NA,NA,"Study1D0S105T6_f0.txt",5,36,15.3493547228842
